조사년도,학번,입학년월,졸업년월,취업구분,취업구분1,국내진학학교명/국내기업명,기업지역,기업구분,회사구분,전공일치여부
2023,201824622,20180901,202208,외국인,외국인,,,,,
2023,201824623,20180901,202302,외국인,외국인,,,,,
2023,201824641,20200302,202302,기타,미취업,,,,,
2023,201845802,20180302,202208,취업자(건보가입자_교외),취업,넥슨코리아,경기,대기업,넥슨코리아,Y
2023,201924401,20190304,202302,취업자(건보가입자_교외),취업,ROTC,미상,공공기관,ROTC,
2023,201924408,20190304,202302,기타,미취업,,,,,
2023,201924445,20190304,202302,취업자(건보가입자_교외),취업,LG에릭슨,서울,대기업,LG에릭슨,Y
2023,201924481,20190304,202302,취업자(건보가입자_교외),취업,LG씨엔에스,서울,대기업,LG씨엔에스,Y
2023,201924490,20190304,202302,취업자(건보가입자_교외),취업,육군/해군/공군,미상,공공기관,육군/해군/공군,
2023,201924500,20190304,202302,취업자(건보가입자_교외),취업,HD한국조선해양(주),경기,대기업,HD한국조선해양(주),Y
2023,201924553,20190304,202302,기타,미취업,,,,,
2023,201924572,20190304,202302,기타,미취업,,,,,
2023,201924594,20190304,202302,취업자(건보가입자_교외),취업,네이버,경기,대기업,네이버,Y
2023,201924660,20210301,202302,취업자(건보가입자_교외),취업,육군/해군/공군,경기,공공기관,육군/해군/공군,Y
2023,201924661,20210301,202302,기타,미취업,,,,,
2023,201952108,20190304,202302,기타,미취업,,,,,
2023,201324499,20130304,202208,취업자(건보가입자_교외),취업,,서울,직접입력,라스컴 시큐리티,Y
2023,201424544,20140303,202208,취업자(건보가입자_교외),취업,,경기,직접입력,루미플로(주),Y
2023,201524577,20150302,202208,취업자(건보가입자_교외),취업,,서울,직접입력,퍼플아카데미,Y
2023,201724423,20170302,202208,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2023,201824562,20180302,202208,취업자(건보가입자_교외),취업,,서울,직접입력,현대IT&E,Y
2023,201824642,20200901,202208,외국인,외국인,,,,,
2023,201524463,20150302,202302,취업자(건보가입자_교외),취업,,서울,직접입력,(주)리플럭스,Y
2023,201524498,20150302,202302,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2023,201724401,20170302,202302,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2023,201724422,20170302,202302,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2023,201724435,20170302,202302,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2023,201724438,20170302,202302,진학자(국내대학원),진학,대구경북과학기술원 일반대학원,,대학원,,
2023,201724513,20170302,202302,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2023,201724598,20170302,202302,취업자(건보가입자_교외),취업,,울산,직접입력,화이트랩,Y
2023,201724611,20170302,202302,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2023,201924549,20190304,202302,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2023,201924556,20190304,202302,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2024,201324413,20130304,20230825,미상,미취업,,,,,
2024,201424506,20140303,20230825,취업자(건보가입자_교외),취업,,부산,직접입력,눈꽃을나누다,
2024,201524409,20150302,20230825,취업자(건보가입자_교외),취업,도로교통공단,경북,공공기관,도로교통공단,
2024,201524410,20150302,20240223,취업자(건보가입자_교외),취업,에스엔지,서울,중소기업,에스엔지,Y
2024,201524575,20150302,20240223,미상,미취업,,,,,
2024,201610323,20160302,20240223,미상,미취업,,,,,
2024,201624431,20160302,20240223,취업자(건보가입자_교외),취업,시너스,부산,중소기업,시너스,Y
2024,201624447,20160302,20230825,미상,미취업,,,,,
2024,201624456,20160302,20230825,취업자(건보가입자_교외),취업,회사명미상,,회사명미상,회사명미상,
2024,201624459,20160302,20240223,취업자(건보가입자_교외),취업,부산은행,부산,대기업,부산은행,Y
2024,201624472,20160302,20230825,미상,미취업,,,,,
2024,201624481,20160302,20230825,취업자(건보가입자_교외),취업,,대전,직접입력,(주)넷커스터마이즈,Y
2024,201624495,20160302,20230825,미상,미취업,,,,,
2024,201624521,20160302,20230825,미상,미취업,,,,,
2024,201624529,20160302,20230825,취업자(건보가입자_교외),취업,,대전,직접입력,(주)넷커스터마이즈,Y
2024,201624548,20160302,20230825,진학자(국내대학원),진학,성균관대학교 글로벌창업대학원,,,,
2024,201624560,20160302,20240223,미상,미취업,,,,,
2024,201624563,20160302,20230825,취업자(건보가입자_교내),취업,부산대학교,부산,학교,부산대학교,
2024,201624567,20160302,20240223,취업자(건보가입자_교외),취업,방위사업청,경기,공공기관,방위사업청,Y
2024,201624589,20160302,20230825,취업자(건보가입자_교외),취업,네이버(주),서울,대기업,네이버(주),Y
2024,201645819,20160302,20240223,미상,미취업,,,,,
2024,201710707,20170302,20240223,미상,미취업,,,,,
2024,201724409,20170302,20240223,취업자(건보가입자_교외),취업,(주)카카오,경기,대기업,(주)카카오,Y
2024,201724412,20170302,20240223,미상,미취업,,,,,
2024,201724414,20170302,20230825,미상,미취업,,,,,
2024,201724416,20170302,20240223,취업자(건보가입자_교외),취업,회사명미상,경기,회사명미상,회사명미상,Y
2024,201724418,20170302,20240223,취업자(건보가입자_교외),취업,,서울,직접입력,알트소프트(주),Y
2024,201724420,20170302,20240223,취업자(건보가입자_교외),취업,한국산업은행,서울,공공기관,한국산업은행,Y
2024,201724425,20170302,20240223,미상,미취업,,,,,
2024,201724426,20170302,20240223,취업자(건보가입자_교외),취업,회사명미상,미상,회사명미상,회사명미상,
2024,201724427,20170302,20230825,취업자(건보가입자_교외),취업,주택도시보증공사,부산,공공기관,주택도시보증공사,Y
2024,201724432,20170302,20230825,미상,미취업,,,,,
2024,201724433,20170302,20230825,미상,미취업,,,,,
2024,201724454,20170302,20240223,취업자(건보가입자_교외),취업,회사명미상,미상,회사명미상,회사명미상,
2024,201724461,20170302,20230825,취업자(건보가입자_교외),취업,,서울,직접입력,(주)라쿠텐심포니코리아,Y
2024,201724465,20170302,20230825,취업자(건보가입자_교외),취업,KB국민은행,서울,대기업,KB국민은행,Y
2024,201724474,20170302,20230825,취업자(건보가입자_교외),취업,,대전,직접입력,(주)엑소스피어랩스,Y
2024,201724475,20170302,20230825,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,201724481,20170302,20240223,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,201724488,20170302,20230825,취업자(건보가입자_교외),취업,,서울,직접입력,(주)싸이버로지텍,Y
2024,201724489,20170302,20240223,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,201724490,20170302,20230825,취업자(건보가입자_교외),취업,(사)금융결제원,경기,비영리법인,(사)금융결제원,Y
2024,201724492,20170302,20240223,미상,미취업,,,,,
2024,201724500,20170302,20240223,취업자(건보가입자_교외),취업,(사)금융결제원,경기,비영리법인,(사)금융결제원,Y
2024,201724508,20170302,20240223,미상,미취업,,,,,
2024,201724509,20170302,20240223,미상,미취업,,,,,
2024,201724512,20170302,20230825,취업자(건보가입자_교외),취업,기아(주),서울,대기업,기아(주),Y
2024,201724514,20170302,20240223,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,201724516,20170302,20240223,미상,미취업,,,,,
2024,201724543,20170302,20240223,미상,미취업,,,,,
2024,201724561,20170302,20240223,미상,미취업,,,,,
2024,201724565,20170302,20240223,취업자(건보가입자_교외),취업,,서울,직접입력,(주)트라이포드랩,Y
2024,201724574,20170302,20240223,미상,미취업,,,,,
2024,201724588,20170302,20240223,미상,미취업,,,,,
2024,201724599,20170302,20230825,취업자(건보가입자_교외),취업,NH농협,경기,대기업,NH농협,Y
2024,201724613,20170302,20240223,외국인,외국인,,,,,
2024,201724621,20170302,20230825,미상,미취업,,,,,
2024,201724625,20170302,20240223,미상,미취업,,,,,
2024,201741161,20170302,20230825,미상,미취업,,,,,
2024,201745727,20170302,20240223,미상,미취업,,,,,
2024,201824424,20180302,20240223,취업자(건보가입자_교외),취업,NH투자증권(엔에이치투자증권),서울,대기업,NH투자증권(엔에이치투자증권),Y
2024,201824435,20180302,20240223,미상,미취업,,,,,
2024,201824442,20180302,20240223,미상,미취업,,,,,
2024,201824446,20180302,20240223,취업자(건보가입자_교외),취업,하나금융티아이,인천,대기업,하나금융티아이,Y
2024,201824447,20180302,20240223,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,201824448,20180302,20240223,미상,미취업,,,,,
2024,201824451,20180302,20240223,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,201824452,20180302,20230825,취업자(건보가입자_교외),취업,회사명미상,미상,회사명미상,회사명미상,
2024,201824455,20180302,20240223,미상,미취업,,,,,
2024,201824469,20180302,20240223,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,201824472,20180302,20240223,취업자(건보가입자_교외),취업,,부산,직접입력,태광후지킨(주),Y
2024,201824476,20180302,20240223,미상,미취업,,,,,
2024,201824483,20180302,20240223,미상,미취업,,,,,
2024,201824487,20180302,20240223,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,201824493,20180302,20240223,취업자(건보가입자_교외),취업,,서울,직접입력,원더무브(주),Y
2024,201824508,20180302,20230825,미상,미취업,,,,,
2024,201824511,20180302,20240223,취업자(건보가입자_교외),취업,LG전자(주),경남,대기업,LG전자(주),Y
2024,201824520,20180302,20240223,취업자(건보가입자_교외),취업,,경북,직접입력,경상북도교육청,Y
2024,201824532,20180302,20240223,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,201824540,20180302,20240223,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,201824547,20180302,20240223,미상,미취업,,,,,
2024,201824554,20180302,20240223,미상,미취업,,,,,
2024,201824557,20180302,20240223,취업자(건보가입자_교외),취업,(주)엔씨소프트,경기,중견기업,(주)엔씨소프트,Y
2024,201824568,20180302,20240223,취업자(건보가입자_교외),취업,,부산,직접입력,(주)타임텍,Y
2024,201824573,20180302,20230825,취업자(건보가입자_교외),취업,우아한형제들,서울,중소기업,우아한형제들,Y
2024,201824580,20180302,20240223,미상,미취업,,,,,
2024,201824586,20180302,20240223,미상,미취업,,,,,
2024,201824593,20180302,20240223,미상,미취업,,,,,
2024,201824597,20180302,20240223,미상,미취업,,,,,
2024,201824601,20180302,20240223,미상,미취업,,,,,
2024,201824611,20180302,20240223,취업자(건보가입자_교외),취업,한전KDN,울산,공공기관,한전KDN,Y
2024,201824615,20180302,20240223,취업자(건보가입자_교외),취업,(주)카카오,경기,대기업,(주)카카오,Y
2024,201824620,20180901,20230825,외국인,외국인,,,,,
2024,201824621,20180901,20240223,외국인,외국인,,,,,
2024,201824633,20200302,20230825,취업자(건보가입자_교외),취업,회사명미상,서울,회사명미상,회사명미상,Y
2024,201824634,20200302,20230825,미상,미취업,,,,,
2024,201824636,20200302,20240223,미상,미취업,,,,,
2024,201824637,20200302,20240223,미상,미취업,,,,,
2024,201824639,20200302,20230825,미상,미취업,,,,,
2024,201910102,20190304,20240223,미상,미취업,,,,,
2024,201924406,20190304,20230825,미상,미취업,,,,,
2024,201924417,20190304,20230825,미상,미취업,,,,,
2024,201924444,20190304,20230825,취업자(건보가입자_교외),취업,현대오토에버,서울,대기업,현대오토에버,Y
2024,201924464,20190304,20240223,취업자(건보가입자_교외),취업,,서울,직접입력,(주)슈퍼플래닛,Y
2024,201924472,20190304,20240223,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,201924533,20190304,20240223,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,201924539,20190304,20240223,미상,미취업,,,,,
2024,201924618,20190902,20240223,외국인,외국인,,경기,직접입력,(주)지오투정보기술,Y
2024,201924621,20190902,20230825,외국인,외국인,,,,,
2024,201924626,20190902,20230825,외국인,외국인,,,,,
2024,201924629,20190902,20230825,외국인,외국인,울산과학기술원 일반대학원,,,,
2024,201924647,20210301,20230825,미상,미취업,,,,,
2024,201924648,20210301,20240223,취업자(건보가입자_교외),취업,LG전자(주),경남,대기업,LG전자(주),Y
2024,201924649,20210301,20230825,미상,미취업,,,,,
2024,201924652,20210301,20230825,미상,미취업,,,,,
2024,201924654,20210301,20240223,미상,미취업,,,,,
2024,201924658,20210301,20230825,취업자(건보가입자_교외),취업,,서울,직접입력,(주)텐타브리드,Y
2024,201924663,20210301,20240223,취업자(건보가입자_교외),취업,(주)현대미포조선(HD현대미포),울산,대기업,(주)현대미포조선(HD현대미포),Y
2024,201924664,20210301,20230825,미상,미취업,,,,,
2024,201970146,20190304,20240223,미상,미취업,,,,,
2024,201714532,20170302,20240223,미상,미취업,,,,,
2024,201723148,20170302,20240223,미상,미취업,,,,,
2024,201812145,20180302,20240223,미상,미취업,,,,,
2024,201824534,20180302,20240223,취업자(건보가입자_교외),취업,(주)테크로스,부산,중소기업,(주)테크로스,Y
2024,201829160,20180302,20240223,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,201845806,20180302,20240223,취업자(건보가입자_교외),취업,쿠팡페이(주),서울,대기업,쿠팡페이(주),Y
2024,202055501,20200302,20240223,외국인,외국인,,,,,
2024,202055511,20200302,20240223,입대자,입대,,,,,
2024,202055516,20200302,20240223,미상,미취업,,,,,
2024,202055527,20200302,20240223,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,202055536,20200302,20240223,취업자(건보가입자_교외),취업,,서울,직접입력,블루오브젝트,Y
2024,202055550,20200302,20240223,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,202055562,20200302,20240223,외국인,외국인,,,,,
2024,202055571,20200302,20240223,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,202055578,20200302,20240223,미상,미취업,,,,,
2024,202055591,20200302,20240223,미상,미취업,,,,,
2024,202055600,20200302,20230825,진학자(국내대학원),진학,부산대학교 일반대학원,,,,
2024,202055607,20200302,20240223,취업자(건보가입자_교외),취업,,서울,직접입력,엔키소프트,Y
2024,202055609,20200302,20240223,취업자(건보가입자_교외),취업,코스콤,서울,대기업,코스콤,Y
2024,202055644,20220301,20240223,취업자(건보가입자_교외),취업,한국산업은행,서울,공공기관,한국산업은행,Y
2024,202055652,20220301,20240223,취업자(건보가입자_교외),취업,한국해양진흥공사,부산,공공기관,한국해양진흥공사,Y

